CategoryName,LastUpdateTime,LocationName,PostURL,RecruitPostName,Responsibility
产品,2023年01月30日,广州,http://careers.tencent.com/jobdesc.html?postId=1607625866571948032,CSIG02-基础教育行业生态合作经理（广州/上海/北京）,1、 负责基础教育行业打法和模式设计，并进行对内对外培训；2、 设计并推广基础教育行业的渠道生态政策，以激励被集成业务发展；3、 负责市场研究，了解目前政策风口，指导销售方向；4、 主导被集成模式推广，针对市场需求优选合适的产品和方案，整理合作伙伴画像，为被集成业务提供产品、政策、流程、模式的支持；5、 拉通公司内外部资源，为合作伙伴、渠道经理提供各种能力辅助。
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1585253876347445248,TEG10-IDC资源优化架构师,1、负责公司级IDC资源的运营及优化，结合自研业务的运维架构进行技术运营支撑及相关优化工作，建立业务迁移相关资源的整合拉通及平台搭建，优化IDC资源运营过程中的成本和效率。2、通过优化自研及云（含自研上云）业务的迁移和成本，提升公司IDC资源的使用效率及业务效率。3、掌握公司内部自研及云相关的技术架构和原理，能够从运维架构角度主动识别方案风险，输出解决方案；4、参与IDC资源项目提效提速的业务方案输出，项目管理及落地保障。
技术,2023年01月30日,西安,http://careers.tencent.com/jobdesc.html?postId=1566755604733632512,CSIG17-开发者工具研发工程师（CSIG全资子公司）(西安/武汉),1、负责开发者工具、测试平台或云原生技术产品的架构设计、开发和落地；2、负责开发者工具、测试平台或云原生技术产品的开源代码项目的维护和管理；3、负责开源软件的方案设计、功能开发维护以及文档编写；4、在腾讯云研发项目中，应用行业前沿的优秀的工程实践经验，提升研发效率和工程生产力。
销售、服务与支持,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1588383794073706496,43898-CSIG渠道销售管理,1、负责渠道销售规则管理，包括渠道销售客户流转管理规则搭建、商机立项管理、新业务模式流程设计及落地；2、负责渠道销售个人考核规则制定与核算；3、搭建相关的运营工具及流程制度对渠道销售进行管理。
产品,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1597619080259444736,18425-业务增长主管,1. 负责跨境支付业务市场策略制定、品牌建设推广、用户增长工作；根据策略目标和用户洞察制定合适的推广方案和增长计划，追踪效果并不断优化增长策略2. 制定产品口碑优化策略并落地，思考品牌提升突破机会并形成完整落地规划；3. 负责把关品牌推广、市场投放、公关传播等策划与执行工作，统筹预算及资源，协调项目整体推进。
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1602984285504020480,47470-腾讯云成本分析师,1、负责云计算产品（IaaS、PaaS、SaaS)的成本造价与成本分析工作，完善优化成本管理体系建设   2、负责云计算产品（IaaS、PaaS、SaaS)的预算管控、核算分析，以及成本预测工作  3、推动产品与用户的成本优化管理、目标制定以及执行落地
人力资源,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1598648755026927616,14173-领导力专家,-通过体验式研讨会方式推动CEO和高管团队建立自我认知和团队理解，反思业务发展对领导力的要求，形成系统、统一的领导力哲学和方法；-针对投资公司需求，运用教练技术帮助投资公司高管提升领导力；-理解企业战略、文化和领导力之间的关系，进行企业文化项目方案设计、体验设计和高影响力交付；-具有MGL（塑造杰出领导人）研讨会丰富经验优先。
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1579656325812461568,47470-腾讯云音视频技术规划架构师（CDN方向）,1、负责腾讯云音视频、直播CDN等产品的技术架构优化、资源合理性评估，持续优化运营成本；2、负责腾讯云音视频、直播CDN等产品的架构分析、性能调优、利用率优化工作；3、参与跨事业群、跨部门的联合项目管理工作。
产品,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1605388837415034880,41071-腾讯会议音视频售前解决方案经理,1、负责腾讯会议产品、会议室解决方案的规划及发展工作，售前拓展支持，为构建会议室生态和商业化目标负责；2、把握用户需求，进行产品规划并执行落地推进；3、协调并驱动产研团队共同完成产品商业化业务目标；4、负责客户洞察、需求分析、解决方案包装、拓展资料建设等。
产品,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1605388817433370624,41071-腾讯会议解决方案产品经理,1、负责腾讯会议产品、会议室解决方案的规划及发展工作，售前拓展支持，为构建会议室生态和商业化目标负责；2、把握用户需求，进行产品规划并执行落地推进；3、协调并驱动产研团队共同完成产品商业化业务目标；4、负责客户洞察、需求分析、解决方案包装、拓展资料建设等。
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1593137132388491264,31871-供应链计划方向岗位,职责：1、负责服务器供应计划管理相关制度建设与落实工作；2、负责服务器库存管理相关制度建设和落实工作；3、负责前端特殊需求的对接和方案落实；4、负责周边协作团队的相关制度建设和落实工作。
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1595770948693270528,31871-GSM-服务器整机管理（深圳）,1、管理OEM/ODM的供应能力，完成日常供应短缺的处理和供应改善，包括原因分析，制定供应恢复计划等，同时与供应链计划紧密跟进预测变化，供应策略调整； 2、负责自研服务器平台的L6物料供应管理（PSU，FAN，PCBA，HS等），包括ODM L6供应情况，库存水位，行业LT变动等；3、跨部门协作，联动部件、采购、NPI、运营等部门共同完成整机交付过程中的风险识别和风险处理； 4、负责OEM/ODM生产计划的各项进度的检查，当生产、物料出现异常时进行协调及处理； 5、负责对整机及L6的超龄库存及呆滞库存处理策略及落地执行；
产品,2023年01月30日,上海,http://careers.tencent.com/jobdesc.html?postId=1607299911395581952,46501-区域解决方案架构师leader（华东）,1、带领区域架构师团队，为泛企行业客户提供售前技术咨询、上云方案和产品支持；协同行业团队，提供行业解决方案，沉淀面向企业数字数字化转型的区域泛企方案能力与优势。2、负责为泛企行业客户提供售中技术咨询，管理上云过程中的需求，对上云问题进行分析排查解决，推动上云方案落地、PoC及最终迁移实施，持续深化对迁移场景的认知与能力沉淀。3、负责为泛企行业客户提供专业的赋能培训，培训内容包括但不限于解决方案、技术架构、最佳实践等经验分享；支持合作伙伴组织举办的泛企客户的线下活动、线上培训、行业沙龙，打造腾讯云在toB市场的影响力。
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546717029996699648,47470-腾讯云技术规划架构师-H,1、负责腾讯云PaaS/SaaS产品的技术架构分析与对比，深入剖析技术细节，挖掘成本优化空间；2、负责研究公有云海量集群的弹性调度方案、规划运营效能提升路径，联合产研制定降本增效方案；3、参与跨事业群、跨部门的联合项目管理工作。
技术,2023年01月30日,厦门,http://careers.tencent.com/jobdesc.html?postId=1582631242988265472,20503-腾讯优图CV算法工程师（CSIG全资子公司）,1、负责图像相关算法的研究与开发，包括深度学习以及常用机器学习方法在机器视觉中的应用；2、负责较通用场景的基础视觉算法方向的探索和研究，包括但不限于大规模视觉预训练模型、中长尾元素检测、自/半监督学习、模型压缩等；3、负责相关算法在不同业务场景中的应用和优化，包括但不限于各种中长尾场景的物体检测、分类、分割；4、负责支持构建超大规模数据集（包括网图、合成图、真实图等多种数据类型），以支持相应的算法模型研发；
财务,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1602140352494444544,S2-FiT财务管理（财务管理与分析）,1、根据业务部门战略、业务需求，深度参与制定业务部门的资源管理方向，包括但不限于推广费等；2、推动业务资源管理执行落地，从风险判断、流程推进等角度为业务提供专业的财务支持；3、跟踪资源预算及执行管理落地，多维度进行财务分析，优化资源分配；4、负责有效整合内外部跨团队资源、流程持续优化。
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1561880886910132224,TEG13-安全策略运营,1、负责安全产品相关系统中的数据统计、分析工作，通过建立可视化分析报表搭建安全产品系统化数据运营体系； 2、对业务指标、用户画像、用户的行为轨迹、内容标签等进行分析，通过数据运营驱动相关服务，提升服务效果； 3、为业务产品的安全风险设计有效的防控策略，对安全风险进行分析定位并制定解决方案，推动问题解决及方案落地。
销售、服务与支持,2023年01月30日,成都,http://careers.tencent.com/jobdesc.html?postId=1593137006957830144,CSIG02-高校及职教行业KA销售岗（成都）,1、负责面向区域高校（含职教），腾讯云等相关产品（包括信息化和校企合作实训平台等）的销售，包括关系维护、深度挖掘客户需求、跟进并达成商务指标，为客户创造价值；2、定期拜访客户，充分了解客户需求并积极跟进，制定合理方案，帮助客户解决业务问题；3、负责方案提报、谈判，追踪，维持与客户的良好业务关系，及时更新公司产品信息，传达企业及品牌文化；4、建立大客户档案，制定完善的工作计划，确保各项资料完整、准确，并做好动态管理及跟进，以结果为导向。
产品,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1606139029462458368,CSIG02-教育行业渠道运营经理(深圳),工作职责1.负责面向教育行业，与渠道经理配合开拓教育行业渠道，帮助支持渠道开拓教育行业客户。包括：渠道挖掘、渠道关系维护、渠道需求挖掘、为伙伴创造价值。2.负责对接产生部各渠道销售通路，帮助支持渠道经理和重点渠道攻坚教育客户。包括：重点渠道关系维护、渠道政策解读、客户攻坚策略、客户PPL梳理。3.负责协调架构师与产品部门，输出渠道客户攻坚方案及渠道赋能培训方案。4.负责渠道政策研究，制定教育行业渠道政策。
产品,2023年01月30日,北京,http://careers.tencent.com/jobdesc.html?postId=1606139031949680640,CSIG02-教育行业渠道运营经理(北京),工作职责1.负责面向教育行业，与渠道经理配合开拓教育行业渠道，帮助支持渠道开拓教育行业客户。包括：渠道挖掘、渠道关系维护、渠道需求挖掘、为伙伴创造价值。2.负责对接产生部各渠道销售通路，帮助支持渠道经理和重点渠道攻坚教育客户。包括：重点渠道关系维护、渠道政策解读、客户攻坚策略、客户PPL梳理。3.负责协调架构师与产品部门，输出渠道客户攻坚方案及渠道赋能培训方案。4.负责渠道政策研究，制定教育行业渠道政策。
产品,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1612638711713898496,22989-腾讯云数据库生态工具产品专家（成都/杭州/北京/深圳）,1.负责腾讯云数据库生态工具的产品规划和产品管理工作；2.带领团队打造有口皆碑的数据库生态工具体系（DTS，DBBrain，DMC）；3.带领团队提升数据生态工具整体商业化设计，助力数据库整体营收增长。
销售、服务与支持,2023年01月30日,北京,http://careers.tencent.com/jobdesc.html?postId=1593137011030499328,CSIG02-高校及职教行业KA销售岗（科研行业-北京）,1、负责面向本地科研行业（包括科研院所（例如中科院）、新型实验室等），腾讯云等相关产品（超算等）的销售，包括关系维护、深度挖掘客户需求、跟进并达成商务指标，为客户创造价值；2、定期拜访客户，充分了解客户需求并积极跟进，制定合理方案，帮助客户解决业务问题；3、负责方案提报、谈判，追踪，维持与客户的良好业务关系，及时更新公司产品信息，传达企业及品牌文化；4、建立大客户档案，制定完善的工作计划，确保各项资料完整、准确，并做好动态管理及跟进，以结果为导向。
销售、服务与支持,2023年01月30日,北京,http://careers.tencent.com/jobdesc.html?postId=1593137004244115456,CSIG02-高校及职教行业KA销售岗（北京）,1、负责面向区域高校（含职教），腾讯云等相关产品（包括信息化和校企合作实训平台等）的销售，包括关系维护、深度挖掘客户需求、跟进并达成商务指标，为客户创造价值；2、定期拜访客户，充分了解客户需求并积极跟进，制定合理方案，帮助客户解决业务问题；3、负责方案提报、谈判，追踪，维持与客户的良好业务关系，及时更新公司产品信息，传达企业及品牌文化；4、建立大客户档案，制定完善的工作计划，确保各项资料完整、准确，并做好动态管理及跟进，以结果为导向。
战略与投资,2023年01月30日,北京,http://careers.tencent.com/jobdesc.html?postId=1607396579470221312,TB-高级数据分析师,基于大数据平台和数据挖掘能力，结合投资团队需求，进行专题性洞察分析，为相关行业研究和投资决策提供支持；参与大数据分析、数据清洗等工作；参与BI报表呈现等流程设计和实施；深入理解投资业务逻辑，主动对数据价值进行挖掘，输出对投前投后团队及行业有价值的数据报告；对交易数据、基本面数据、另类数据等进行深入探索与研究。
产品,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1594515057830535168,21226-Supercell 产品数值策划,参与皇室战争/部落冲突数值结合度复合较高的系统设计和优化工作，如：玩法经济系统、商业化数值体系等；负责皇室战争/部落冲突长线追求设计的数值设计以及优化工作，构建对玩家持续构成吸引力的游戏目标体系；根据运营数据和用户研究分析，对以上线系统内容总结，并持续进行后续优化
产品,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1563127686807691264,21226-皇室战争制作人,1、作为部门皇室战争制作人负责supercell产品的国内版本研发方向的制定，对游戏品质与产品业绩负责2、理解团队愿景，洞察市场机遇，明确产品卖点，理解用户痛点，持续进行产品的跟进迭代3、作为团队核心成员，与美术，程序，QA等核心团队高效协作，确保日常研发目标达成；4、负责策划梯队的培养，提升团队策划能力。
销售、服务与支持,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1566738518078660608,50565-政企业务运营BP leader（北京/深圳/上海/成都）,1.经营管理：支持业务团队战略规划的制定及战略解码落地、协助排兵布阵、GTM策略落地，明确经营指标体系建设，KPI拆解，经营过程指标预估与PPL监控，周期性经营指标分析及重要级别汇报会及经营分析报告和数据输出，KPI达成与根因分析，业务健康度持续改善，建立业务风险预警机制。2.客户管理：明确销售与行业赛道分工，客户分层分级覆盖体系建设， 建立头部灯塔客户管理制度与销售管理标准化及中腰部客户覆盖管理规范，协助进行客户赛道梳理，客户地图圈选，管理account plan输出及落地执行情况，热销产品梳理与沙盘推进，成功案例推广宣传。3.项目管理：围绕LTC全生命周期强化项目损益过程控制，提升项目经营质量，解决经营中出现专项问题（超期，亏损等），协助完成成本分析和成本管理，并提出有价值的意见或建议，帮助有效提升行业毛利率，持续提升经营质量。4.负责商机的收集整理、评审及归档，并及时协调和分派指定行业架构师参与并主导项目商机的跟进与转化，以及重大项目的跟进和风险预警，定期输出重大项目进展；5.关注各类流程设置的合理性，行业客户定级，总集/指定分包评审，分包合同流程推进，项目LTC报价流程，关注流程效率，主动推动问题解决；6.负责运营团队相关的管理工作。
销售、服务与支持,2023年01月30日,上海,http://careers.tencent.com/jobdesc.html?postId=1593137009143062528,CSIG02-高校及职教行业KA销售岗（上海/南京）,1、负责面向区域高校（含职教），腾讯云等相关产品（包括信息化和校企合作实训平台等）的销售，包括关系维护、深度挖掘客户需求、跟进并达成商务指标，为客户创造价值；2、定期拜访客户，充分了解客户需求并积极跟进，制定合理方案，帮助客户解决业务问题；3、负责方案提报、谈判，追踪，维持与客户的良好业务关系，及时更新公司产品信息，传达企业及品牌文化；4、建立大客户档案，制定完善的工作计划，确保各项资料完整、准确，并做好动态管理及跟进，以结果为导向。
设计,2023年01月30日,上海,http://careers.tencent.com/jobdesc.html?postId=1500700063217754112,43470-资深3D动画设计师,与内部资深专家共事，解决源源不断的技术难题，做行业最前沿的探索研究。助力腾讯游戏合作伙伴3D动画美术品质优化，向合作伙伴提供专业的3D动画美术设计支持，包括项目研发和发行阶段的3D动画整体风格设定、设计质量把控、技术支持等；远程专业指导或现场攻坚，可能存在不定时出差情况，助力合作伙伴3D动画美术质量提升；协助推动合作伙伴美术开发标准和流程的制定和优化，助力合作伙伴人才培养。
设计,2023年01月30日,上海,http://careers.tencent.com/jobdesc.html?postId=1500710635833401344,43470-资深3D角色美术,与内部资深专家共事，解决源源不断的技术难题，做行业最前沿的探索研究。助力腾讯游戏合作伙伴3D角色美术品质优化，向合作伙伴提供专业的3D角色美术设计支持，包括项目研发和发行阶段的美术原画整体风格设定、设计质量把控、技术支持等；远程专业指导或现场攻坚，可能存在不定时出差情况，助力合作伙伴3D角色美术质量提升；协助推动合作伙伴美术开发标准和流程的制定和优化，助力合作伙伴人才培养。
产品,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1598493437936541696,HY6-赛事平台策划,1、负责大众赛事平台赛事工具策划，负责toB端一站式办赛平台建设，及c端用户参赛工具策划； 2、与游戏项目侧赛事与运营团队协作，根据市场需求推动大众化赛事运营体系建设； 3、通过各场景赛事数据挖掘赛事平台用户转化价值，并根据数据结果指导和调优运营策略； 4、与内部中台协作搭建赛事平台资源体系，通过平台化能力引入办赛和服务资源，并制定有效的供需匹配体系；
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1588374819538214912,15612-高级游戏客户端开发工程师,负责游戏客户端框架设计与业务需求开发；负责游戏开发相关工具链支持；负责优化游戏客户端性能优化和体验调优；
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1588374816841277440,15612-高级游戏引擎开发工程师,1、负责引擎相关功能开发或修改； 2、负责图形渲染效果开发和协助提升美术制作工艺； 3、负责游戏专项技术攻坚和突破； 4、负责性能优化等相关工作。
技术,2023年01月30日,长沙,http://careers.tencent.com/jobdesc.html?postId=1555381752363491328,44324-后台策略安全（CSIG全资子公司）,1. 完善CSIG安全合规的平台能力，针对腾讯云上安全违规场景设计检测与打击方案；2. 结合相关政策要求及业务需求，整合内外部工具能力实现安全风险的快速发现与处置；3. 提供安全技术支持并协调推进跨团队项目，对安全事件进行跟踪分析及快速定位解决；4. 通过培训/知识库建设/工具平台建设/流程优化等手段，帮助团队提升安全意识与能力；
技术,2023年01月30日,重庆,http://careers.tencent.com/jobdesc.html?postId=1566689284663025664,31504-腾讯云测试开发工程师（CSIG全资子公司）,"1.负责腾讯云售后服务管理平台相关的业务测试质量保障工作，根据需求对平台及产品进行测试；2.推进自动化测试体系建设、包括但不限于端自动化测试、接口/性能测试自动化，白盒覆盖率，专项技术测试等维度的建设，针对日常测试中的盲点或难点来推动通过工具建设或流程规范的建立，提升研发过程中的测试质量和效率，3.结合业务挖掘各类测试需求， 对需求进行可测性分析，制定高效的测试方案并保障测试执行4.在项目中保持与产品,开发,项目PM等各角色的积极有效沟通，预先评估并把控项目风险点，对项目执行中各类问题/风险进行预测、及时反馈，并推动快速解决，保证项目整体进度和测试交付质量。"
产品,2023年01月30日,福州,http://careers.tencent.com/jobdesc.html?postId=1566738674551365632,25664-客户成功经理（福建）,1、负责相关客户的客户成功管理，保证项目按合同约定成功交付，对项目范围、进度、成本、交付质量、项目经营结果负责。2、负责充分把控项目实施过程中的难点、风险点，促进项目顺利落地，配合项目经理和技术架构师，对项目交付过程中的技术路线和方向负责。3、负责统筹项目人力资源，充分调度产品、研发及交付团队，定期组织交付团队总结和梳理项目进展和问题，推动项目顺利进行，对项目过程中的问题进行有效地跟踪和管理，把控项目交付进度和交付质量。4、负责对接客户，协助商务、售前维系客户关系，积极响应和支撑客户需求，同时懂得合理识别、引导客户需求和客户诉求，提供令客户满意甚至超出预期的专业技术服务。5、负责沉淀同类型客户项目标准体系，不断推动优化产品、工具、流程、标准等。6、负责组织项目例行汇报、交流；编写、整理项目所涉及阶段汇报及项目验收报告等文档，确保项目按计划实施交付，保障项目的成功实施。
技术,2023年01月30日,西安,http://careers.tencent.com/jobdesc.html?postId=1566754736688865280,CSIG17-前端开发工程师（CSIG全资子公司）(西安/武汉）,负责腾讯开发者工具和测试平台前端业务开发；持续优化前端性能，与交互设计师合作，不断提升用户体验。注：此岗位为腾讯集团旗下全资子公司（云智）编制岗位
技术,2023年01月30日,武汉,http://careers.tencent.com/jobdesc.html?postId=1511548767436808192,CSIG17-腾讯云安全产品系统测试工程师（CSIG全资子公司）（武汉）,负责腾讯云安全及ToB相关安全产品的全流程质量管控工作，参与需求分析，可测性及风险质量评估等工作；负责产品相关的测试方案，测试工具平台，自动化测试架构设计及实现工作；保证被测系统的质量，并通过测试体系建设和方法创新，提升研发的质量和效率，参与CICD建设提升研发效能 （注：此岗位为腾讯集团旗下全资子公司编制岗位）
技术,2023年01月30日,武汉,http://careers.tencent.com/jobdesc.html?postId=1588343798763626496,CSIG17-DevOps前端开发工程师(CSIG全资子公司)(武汉),运用前端技术，完成腾讯云 DevOps 工具平台前端业务开发；根据业务需求，设计技术方案，并完成前端的开发与上线 ；持续优化前端性能，不断提升用户体验。注：此岗位为腾讯集团旗下全资子公司编制岗位。
设计,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546717181272662016,43461-资深UE场景地编-舞美方向,负责虚拟演播厅项目中的3D场景资产设计，包括材质编写与调节，以及美术场景库整理和优化工作；负责舞台类环境资产在UE4 引擎中进行场景编辑，包括舞台结构、灯光氛围，AR特效等，营造完美的舞台场景；承担舞美类供应商产出物的品质监修工作，优化对接流程，输出文件监修标准与规范
设计,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1546717179695603712,43461-资深动画导演,依托虚幻引擎和虚拟制作流程（Virtual Production），负责IEG游戏宣发，品牌推广，虚拟偶像运营过程中的广告CG，动画短片，MV，舞台表演，线下沉浸式体验等创意及导演工作；根据内容策划输出创意脚本，完成分镜设计，表演设计，以及整体风格和品质的把控
技术,2023年01月30日,上海,http://careers.tencent.com/jobdesc.html?postId=1451126280635293696,15851-高级游戏测试工程师(上海),1、负责移动游戏产品的测试工作，包括功能、性能、自动化、代码质量等维度；2、负责项目/模块的测试计划排期和测试任务跟踪执行，及时提出风险项和确保所负责项目/模块的质量；3、负责项目/模块的测试流程优化、测试效率优化、外网质量改进等；4、针对测试行为中的难点和盲区提出新的测试方案，引入或开发新的测试方法和测试工具； 
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1474275801233891328,15851-高级游戏测试工程师（深圳）,"负责移动游戏产品的测试工作，保障项目顺利发布；优化、提高团队与项目组之间的良好沟通渠道，以及测试效率和输出质量。"
技术,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1536566602135248896,TEG02-网络工程技术工程师,负责新一代的网络现场实施研究与创新，关注产业界和学术界的技术发展趋势，优化腾讯现场工程的实施；负责对新一代的实施标准进行完整和系统性的推动；负责腾讯网络优化项目推进，负责网络交付项目管理；
营销与公关,2023年01月30日,深圳,http://careers.tencent.com/jobdesc.html?postId=1588366970200268800,18434-品牌营销策划经理/高级经理(深圳）,- 对所负责业务进行全面的品牌管理与市场营销工作，包括品牌定位、品牌策略、品牌传播等工作，提升品牌认知与用户口碑，助力业务目标达成；- 制定所负责业务的市场推广策略、营销项目计划，并负责营销项目落地执行，如创意洞察与方案策划、内容营销、广告投放、数据分析、效果追踪、线上线下活动等，坚持品牌建设与业务效果并重；- 联动业务团队（产品、运营等）及市场平台团队（用研、媒介、采购等），整合内外部营销资源，助力业务发展；- 管理市场营销预算，根据营销项目实施效果，不断优化工作，提升营销效率和效果；- 与供应商形建立良好的合作关系，精益求精，持续提升产出质量；
技术,2023年01月30日,成都,http://careers.tencent.com/jobdesc.html?postId=1443515293660880896,40163-《王者荣耀·世界》引擎工具开发工程师（成都）,1、负责3A游戏in-house工具链研发及管线搭建；2、负责Unreal引擎编辑器功能开发与扩展；3、负责美术/策划内容制作和流程优化相关工具研发；4、负责游戏项目质量保障工具链及平台研发；5、负责全球分布式团队研发效率优化及协同能力研发。
产品,2023年01月29日,北京,http://careers.tencent.com/jobdesc.html?postId=1608367892028465152,47879-搜狗输入法-产品总监,1、全面负责输入法产品体系设计和优化，包括基础产品设计，增长产品，写作产品等；2、根据部门业务目标，带领团队推进产品规划、业务流程设计、功能设计、产品优化等工作3、负责协调内外部业务、研发、设计资源，分析、验收和评估产品效果，推动产品的按时保质上线。4、负责团队日常管理和人才梯度培养，统一把控团队定位和工作进度。
财务,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1587704339407839232,S2-TEG财务管理（深圳）,负责业务相关的财务管理工作，协助业务部门日常工作推进，支持月度核算；针对业务特性和需求，提供财管建议及方案，支持流程规则建立，方案落地，风险把控，成本费用优化等工作；分析业务财务数据，输出分析报告；以及其他相关工作
技术,2023年01月29日,武汉,http://careers.tencent.com/jobdesc.html?postId=1555383494631235584,自动驾驶前端开发工程师（CSIG全资子公司）,1.负责 仿真孪生产品前端需求分析、新功能开发、问题修复、性能优化等2.参与仿真孪生编辑器产品 UI  部分的开发3.配合其他部门，提供相关技术支持
技术,2023年01月29日,武汉,http://careers.tencent.com/jobdesc.html?postId=1555383495516233728,车路协同后台开发工程师（CSIG全资子公司）,1、参与腾讯车路协同产品开发；2、结合5G和边缘计算场景，将车路协同落地，提升产品竞争力；3、参与项目的技术攻坚和优化；
产品,2023年01月29日,西安,http://careers.tencent.com/jobdesc.html?postId=1587765434495541248,40930-交付项目管理（CSIG全资子公司）（西安）,1、按照标准的项目交付过程管理项目的交付实施，管理项目进度、识别项目风险、控制项目成本、保证项目的质量、组织项目例行汇报、交流、编写，整理项目所涉及阶段汇报及项目验收报告等文档，确保项目按计划实施交付，保障项目交付的成功；2、对项目的实施交付阶段总体负责，以承接需求为起点，项目顺利交付到客户为终点，实现端到端的交付业务管理；3、建立现场供应商与客户项目经理的沟通渠道，维护客户关系，赢得客户信赖；4、了解项目全生命周期，可以对售前工作进行支持，协助售前团队编制及评审项目交付方案、交付计划等;5、对项目所涉及的技术方案、规划设计方案、交付方案、合同相关条款等关键点和风险点进行评审把关；6、掌握基本的项目财务情况，有效控制项目成本，平衡项目成本与客户满意度。7、承担项目运维职责。
技术,2023年01月29日,武汉,http://careers.tencent.com/jobdesc.html?postId=1555383493779791872,WebGL前端开发工程师（CSIG全资子公司）,1.负责 TADSim 编辑器的需求分析、功能开发、问题修复、性能优化等2.参与 TADViz 可视化工具的开发3.配合其他部门，提供相关技术支持
技术,2023年01月29日,武汉,http://careers.tencent.com/jobdesc.html?postId=1555383492710244352,自动驾驶仿真c++开发工程师（CSIG全资子公司）,1.参与系统的需求分析、架构设计、模块编码等研发工作2.参与现有仿真核心引擎相关架构的迭代优化，保证系统稳定高效运行3.配合支持仿真核心引擎上云的相关开发优化工作
技术,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1519198257702510592,TEG11-计算机视觉算法专家研究员,1. 负责计算机视觉/图形学领域核心技术在游戏AI等相关领域的算法研发与产品化等工作，包括但不限于如下方向：虚拟形象创建，2d/3d姿态估计与识别，面部表情动捕技术，视频动捕技术，3D人体动作合成/迁移、游戏场景生成、角色动作动画生成与渲染等。2、负责跟踪业界前沿技术进展，并且能够快速应用到业务中；3. 探索和推进有影响力的AI技术的研究和落地。
技术,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1536182824015503360,54756-机器学习高级工程师（深圳/北京),1.负责大规模业务场景中的算法开发与优化；2.负责算法在真实业务场景中的落地，紧贴业务需求，不断改进算法在业务中的效果3.开发优化GPU多机多卡训练框架，提供高性能稳定的模型训练平台；4.积极跟进AI学术界和业界的最新动态，优化内部算法模型，提升准召率，改进模型训练效率。
产品,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1588084877100589056,50111-长视频产品经理,负责放映厅阵地及播放页的产品建设，围绕用户的核心需求和路径，持续探索IP视频内容发现方式，提升用户消费体验； 洞察浏览器用户人群需求，针对核心用户，设计阵地/播放页产品方案，并通过敏捷迭代和数据分析，持续提升用户活跃和留存； 协调上下游、内外部合作方，与推荐、运营等团队有效沟通，优化内容分发效率，保证项目有效推进。
产品,2023年01月29日,深圳,http://careers.tencent.com/jobdesc.html?postId=1586950119935188992,50111-平台产品经理,负责浏览器框架相关能力和体验建设，包括浏览器基础框架、主页-直达页、个人中心、账号登录和设置等基础模块，帮助用户高效、便捷使用浏览器；深入理解浏览器产品，与各职能角色及搜索、视频、小说、工具等各业务团队密切协作，协同建设用户心智，促进用户发现和复购浏览器重点内容、服务，为浏览器及各业务带来增量价值。
战略与投资,2023年01月29日,香港,http://careers.tencent.com/jobdesc.html?postId=1511988905140822016,TB-高级投资分析师 / 投资经理,"1. Partner with Business Group (BG) leaders and Strategy Development Group to formulate M&A and investment strategies;2. Source potential deals and lead the evaluation process;3. Lead cross-functional teams, including BGs, legal and finance teams to manage deal process, including business analysis, due diligence, valuation, negotiation, preparing investment documents and managing closing;4. Coordinate cross-functional teams in post-deal management and create value for portfolio companies."
